pid,other_pids,title,year,journal,link,type
52/910,"['151/9244', '52/910']",Statistical wormhole detection and localization in delay tolerant networks.,2014,CCNC,https://doi.org/10.1109/CCNC.2014.6866598,inproceedings
52/910,"['66/6819', '46/3050', '158/5122', '06/9871', 'l/BuSungLee', '52/910']",A Wavelet Entropy-Based Change Point Detection on Network Traffic: A Case Study of Heartbleed Vulnerability.,2014,CloudCom,"['https://doi.org/10.1109/CloudCom.2014.78', 'http://doi.ieeecomputersociety.org/10.1109/CloudCom.2014.78', 'https://www.wikidata.org/entity/Q57555208']",inproceedings
52/910,"['06/9871', '52/910']",Cryptanalyzing the efficient identity-based RSA and GQ multisignature schemes.,2014,IWCMC,https://doi.org/10.1109/IWCMC.2014.6906471,inproceedings
52/910,"['98/5684-3', '128/3051', '52/910', '96/755-1']",Cluster-Based Cooperative Spectrum Sensing Assignment Strategy in Cognitive Radio Networks.,2014,VTC Fall,https://doi.org/10.1109/VTCFall.2014.6965907,inproceedings
52/910,"['35/2011', '52/910']",Using mobile relays as connectivity catalyst for highly mobile networks.,2014,WCNC,https://doi.org/10.1109/WCNC.2014.6952958,inproceedings
52/910,"['73/7911', '52/910', 'l/BuSungLee']",MaxCD: Efficient multi-flow scheduling and cooperative downloading for improved highway drive-thru Internet systems.,2013,Comput. Networks,"['https://doi.org/10.1016/j.comnet.2012.12.020', 'https://www.wikidata.org/entity/Q57555252']",article
52/910,"['26/4290', '52/910', 'l/BuSungLee']",EFLoM: An Efficient Framework for Local Mobility.,2013,Comput. Commun.,"['https://doi.org/10.1016/j.comcom.2012.09.014', 'https://www.wikidata.org/entity/Q57555246']",article
52/910,"['06/9871', '52/910']",Teaching an Old TPM New Tricks: Repurposing for Identity-Based Signatures.,2013,IEEE Secur. Priv.,"['https://doi.org/10.1109/MSP.2013.53', 'http://doi.ieeecomputersociety.org/10.1109/MSP.2013.53']",article
52/910,"['98/5684-3', '52/910', '43/5611']",A MAC Sensing Protocol Design for Data Transmission with More Protection to Primary Users.,2013,IEEE Trans. Mob. Comput.,"['https://doi.org/10.1109/TMC.2012.31', 'http://doi.ieeecomputersociety.org/10.1109/TMC.2012.31']",article
52/910,"['67/7672-3', '52/910']",Enabling Efficient WiFi-Based Vehicular Content Distribution.,2013,IEEE Trans. Parallel Distributed Syst.,"['https://doi.org/10.1109/TPDS.2012.142', 'http://doi.ieeecomputersociety.org/10.1109/TPDS.2012.142']",article
52/910,"['73/7911', '52/910', 'l/BuSungLee']",Cooperative Duty Cycling For Energy-Efficient Contact Discovery in Pocket Switched Networks.,2013,IEEE Trans. Veh. Technol.,"['https://doi.org/10.1109/TVT.2012.2227865', 'https://www.wikidata.org/entity/Q57555243']",article
52/910,"['35/2011', '52/910']",Measuring Group Mobility: A Topology Based Approach.,2013,IEEE Wirel. Commun. Lett.,https://doi.org/10.1109/WCL.2012.101812.120699,article
52/910,"['52/910', 'l/BuSungLee', '41/6129', '35/2011', '99/10610', '128/3002']",Dual-metric hybrid protocol for application level multicast for live video streaming.,2013,CCNC,https://doi.org/10.1109/CCNC.2013.6488421,inproceedings
52/910,"['128/3051', '52/910']",Design and analysis of a cluster-based calcium signaling network model.,2013,CCNC,https://doi.org/10.1109/CCNC.2013.6488501,inproceedings
52/910,"['06/9871', '52/910']",Anonymity-preserving identity-based multisignature scheme with provision for origin Self-Revelation.,2013,GLOBECOM,https://doi.org/10.1109/GLOCOM.2013.6831180,inproceedings
52/910,"['128/3002', '35/2011', '99/10610', '52/910', '136/2349', '136/2333', '99/274', '136/2285', '136/3214', '136/2311']",Multi-policy link state routing for disruption tolerant networks.,2013,WMNC,https://doi.org/10.1109/WMNC.2013.6549003,inproceedings
52/910,"['35/2011', '99/10610', '132/7842', '52/910', '128/3002']",Enabling email access under intermittent connectivity.,2013,WCNC,https://doi.org/10.1109/WCNC.2013.6555343,inproceedings
52/910,"['41/5447-2', '06/2736', '10/5018', '40/6964', '52/910', 'l/BuSungLee']",Achieving Small-World Properties using Bio-Inspired Techniques in Wireless Networks.,2012,Comput. J.,"['https://doi.org/10.1093/comjnl/bxs024', 'https://www.wikidata.org/entity/Q57555278']",article
52/910,"['35/2011', '52/910']",Mitigating the impact of node mobility using mobile backbone for heterogeneous MANETs.,2012,Comput. Commun.,https://doi.org/10.1016/j.comcom.2012.03.007,article
52/910,"['98/5684-3', '52/910']",Joint iterative algorithm for optimal cooperative spectrum sensing in cognitive radio networks.,2012,Comput. Commun.,https://doi.org/10.1016/j.comcom.2012.07.015,article
52/910,"['26/4290', '52/910', 'l/BuSungLee']",Adaptive load balancing algorithm for multiple homing mobile nodes.,2012,J. Netw. Comput. Appl.,"['https://doi.org/10.1016/j.jnca.2011.07.008', 'https://www.wikidata.org/entity/Q57555281']",article
52/910,"['98/5684-3', '52/910']",Throughput and delay scaling laws for mobile overlaid wireless networks.,2012,J. Netw. Comput. Appl.,https://doi.org/10.1016/j.jnca.2011.10.012,article
52/910,"['06/2736', '17/6484', '52/910', 'l/BuSungLee']",Performance improvements for network-wide broadcast with instantaneous network information.,2012,J. Netw. Comput. Appl.,"['https://doi.org/10.1016/j.jnca.2012.01.008', 'https://www.wikidata.org/entity/Q57555311']",article
52/910,"['73/7911', '52/910', 'l/BuSungLee']",Toward Reliable Data Delivery for Highly Dynamic Mobile Ad Hoc Networks.,2012,IEEE Trans. Mob. Comput.,"['https://doi.org/10.1109/TMC.2011.55', 'http://doi.ieeecomputersociety.org/10.1109/TMC.2011.55', 'https://www.wikidata.org/entity/Q57555332']",article
52/910,"['05/7910', '52/910']",Exploring Locality of Reference in P2P VoD Systems.,2012,IEEE Trans. Multim.,https://doi.org/10.1109/TMM.2012.2191942,article
52/910,"['06/2736', '41/5447-2', '10/5018', '52/910', '93/6277', 'l/BuSungLee']",A Self-Organization Framework for Wireless Ad Hoc Networks as Small Worlds.,2012,IEEE Trans. Veh. Technol.,"['https://doi.org/10.1109/TVT.2012.2197768', 'https://www.wikidata.org/entity/Q57555272']",article
52/910,"['06/9871', '52/910']",Threat mitigation in tactical-level disruption tolerant networks.,2012,GLOBECOM,https://doi.org/10.1109/GLOCOM.2012.6503243,inproceedings
52/910,"['73/7911', '52/910', 'l/BuSungLee']",CDC: An Energy-Efficient Contact Discovery Scheme for Pocket Switched Networks.,2012,ICCCN,https://doi.org/10.1109/ICCCN.2012.6289213,inproceedings
52/910,"['73/7911', '52/910', 'l/BuSungLee']",MaxCD: Max-Rate Based Cooperative Downloading for Drive-Thru Networks.,2012,ICCCN,https://doi.org/10.1109/ICCCN.2012.6289212,inproceedings
52/910,"['128/3051', '52/910']",Molecular communication model through gap junction channel with selective permeabilities.,2012,ICON,https://doi.org/10.1109/ICON.2012.6506566,inproceedings
52/910,"['67/7672-3', '52/910']",Optimal handing-back point in mobile data offloading.,2012,VNC,https://doi.org/10.1109/VNC.2012.6407435,inproceedings
52/910,"['35/2011', '52/910']",Enabling Network Based Local Mobility with Cooperative Access Points.,2012,VTC Fall,https://doi.org/10.1109/VTCFall.2012.6399024,inproceedings
52/910,"['06/2736', '41/5447-2', '10/5018', '52/910', '93/6277', 'l/BuSungLee']",A Self-Organization Framework for Wireless Ad Hoc Networks as Small Worlds,2012,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1203.1185')])",article
52/910,"['67/7672-3', '52/910']",Distributed Court System for intrusion detection in mobile ad hoc networks.,2011,Comput. Secur.,https://doi.org/10.1016/j.cose.2011.09.004,article
52/910,"['06/9871', '99/892', '52/910']","A Plausibly-Deniable, Practical Trusted Platform Module Based Anti-Forensics Client-Server System.",2011,IEEE J. Sel. Areas Commun.,https://doi.org/10.1109/JSAC.2011.110805,article
52/910,"['09/4697', 'l/BuSungLee', '23/2460', '52/910']",Improving job scheduling performance with parallel access to replicas in Data Grid environment.,2011,J. Supercomput.,"['https://doi.org/10.1007/s11227-009-0365-7', 'https://www.wikidata.org/entity/Q57555366']",article
52/910,"['05/7910', '52/910']",Superchunk-Based Efficient Search in P2P-VoD System.,2011,IEEE Trans. Multim.,https://doi.org/10.1109/TMM.2011.2106485,article
52/910,"['26/4290', '52/910', 'l/BuSungLee']",Adaptive Load Balancing Algorithm for multi-homing mobile nodes in local domain.,2011,CCNC,https://doi.org/10.1109/CCNC.2011.5766517,inproceedings
52/910,"['67/7672-3', '52/910']",A Cooperative Content Distribution System for Vehicles.,2011,GLOBECOM,https://doi.org/10.1109/GLOCOM.2011.6134036,inproceedings
52/910,"['73/7911', '52/910', 'l/BuSungLee']",Predictive Scheduling in Drive-Thru Networks with Flow-Level Dynamics and Deadlines.,2011,ICC,https://doi.org/10.1109/icc.2011.5963358,inproceedings
52/910,"['98/5684-3', '52/910']",Optimal Non-Identical Sensing Setting for Multi-Channel Cooperative Sensing.,2011,ICC,https://doi.org/10.1109/icc.2011.5963400,inproceedings
52/910,"['06/2736', '17/6484', '52/910', 'l/BuSungLee']",Multi-Rate Broadcasting: Analysis and Design of Stateless Algorithms.,2011,VTC Fall,https://doi.org/10.1109/VETECF.2011.6093087,inproceedings
52/910,"['99/10610', '52/910']",DTN Serial Convergence Layer with Multiple Access Control & Neighbour Discovery.,2011,VTC Fall,https://doi.org/10.1109/VETECF.2011.6093172,inproceedings
52/910,"['98/9872', '52/910']",Probabilistic Routing Based on History of Messages in Delay Tolerant Networks.,2011,VTC Fall,https://doi.org/10.1109/VETECF.2011.6093035,inproceedings
52/910,"['06/2736', '17/6484', '52/910', 'l/BuSungLee']",Exploiting wireless broadcast advantage as a network-wide cache.,2011,WiMob,"['https://doi.org/10.1109/WiMOB.2011.6085348', 'http://doi.ieeecomputersociety.org/10.1109/WiMOB.2011.6085348']",inproceedings
52/910,"['06/2736', '41/5447-2', '10/5018', '52/910', '93/6277', 'l/BuSungLee']",Self-Organization of Wireless Ad Hoc Networks as Small Worlds Using Long Range Directional Beams,2011,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1109.5338')])",article
52/910,"['41/5447-2', '06/2736', '10/5018', '40/6964', '52/910', 'l/BuSungLee']",Self-organization of Nodes using Bio-Inspired Techniques for Achieving Small World Properties,2011,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1109.5959')])",article
52/910,"['41/5447-2', '06/2736', '10/5018', '40/6964', '52/910', 'l/BuSungLee']",Achieving Small World Properties using Bio-Inspired Techniques in Wireless Networks,2011,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1111.4807')])",article
52/910,"['57/5299', 'l/BuSungLee', '52/910']",Efficient DSR route request flooding with directional antennas.,2010,Comput. Networks,"['https://doi.org/10.1016/j.comnet.2010.03.016', 'https://www.wikidata.org/entity/Q57555390']",article
52/910,"['19/8074', '52/910', 'l/BuSungLee']",Environment-aware QoS framework for multi-interface terminal.,2010,Comput. Commun.,"['https://doi.org/10.1016/j.comcom.2010.01.010', 'https://www.wikidata.org/entity/Q57555395']",article
52/910,"['09/4697', 'l/BuSungLee', '23/2460', '52/910']",A model to predict the optimal performance of the Hierarchical Data Grid.,2010,Future Gener. Comput. Syst.,"['https://doi.org/10.1016/j.future.2009.05.010', 'https://www.wikidata.org/entity/Q57555383']",article
52/910,"['26/4290', '52/910', 'l/BuSungLee']",Enabling inter-PMIPv6-domain handover with traffic distributors.,2010,J. Netw. Comput. Appl.,"['https://doi.org/10.1016/j.jnca.2010.03.001', 'https://www.wikidata.org/entity/Q57555394']",article
52/910,"['86/1404', '41/6129', '52/910']",Over-Attenuated Components Regeneration for Speech Enhancement.,2010,IEEE Trans. Speech Audio Process.,https://doi.org/10.1109/TASL.2010.2040792,article
52/910,"['06/2736', '36/5102', '17/6484', '52/910', 'l/BuSungLee']",A Service/Device Differentiation Scheme for Contention-Tone-Based Wireless LAN Protocol.,2010,IEEE Trans. Veh. Technol.,"['https://doi.org/10.1109/TVT.2010.2063045', 'https://www.wikidata.org/entity/Q57555381']",article
52/910,"['33/5934-3', '52/910']",Dynamic Transmission Scheduling for Streaming Applications via P2P Overlay.,2010,J. Signal Process. Syst.,https://doi.org/10.1007/s11265-009-0339-2,article
52/910,"['98/9872', '06/9871', '52/910']",A Queuing Mechanism to Alleviate Flooding Attacks in Probabilistic Delay Tolerant Networks.,2010,AICT,"['https://doi.org/10.1109/AICT.2010.78', 'http://doi.ieeecomputersociety.org/10.1109/AICT.2010.78']",inproceedings
52/910,"['98/9872', '35/2011', '52/910', '13/1826']","A ""Plug-and-Play' Framework to Enhance Heterogeneity and Versatility in Delay Tolerant Networks.",2010,AICT,"['https://doi.org/10.1109/AICT.2010.87', 'http://doi.ieeecomputersociety.org/10.1109/AICT.2010.87']",inproceedings
52/910,"['06/2736', '17/6484', '52/910', 'l/BuSungLee']",A Network Lifetime Aware Cooperative MAC Scheme for 802.11b Wireless Networks.,2010,CCNC,https://doi.org/10.1109/CCNC.2010.5421811,inproceedings
52/910,"['06/2736', '36/5102', '17/6484', '52/910', 'l/BuSungLee']",Controlling Route Discovery for Efficient Routing in Resource-Constrained Sensor Networks.,2010,CCNC,https://doi.org/10.1109/CCNC.2010.5421810,inproceedings
52/910,"['35/2011', '52/910', 'l/BuSungLee']",A Disruption Tolerant Mobility Architecture Towards Convergent Terminal Mobility.,2010,CCNC,https://doi.org/10.1109/CCNC.2010.5421794,inproceedings
52/910,"['67/7672-3', '52/910']",A Novel Architecture of Intrusion Detection System.,2010,CCNC,https://doi.org/10.1109/CCNC.2010.5421824,inproceedings
52/910,"['26/4290', '73/7911', '52/910', 'l/BuSungLee']",Enabling Inter-PMIPv6-Domain Handover with Traffic Distributors.,2010,CCNC,https://doi.org/10.1109/CCNC.2010.5421812,inproceedings
52/910,"['05/7910', '52/910']",Exploring Locality of Reference in P2P VoD Systems.,2010,GLOBECOM,https://doi.org/10.1109/GLOCOM.2010.5683547,inproceedings
52/910,"['98/5684-3', '52/910']",Throughput-Delay Scaling for Two Mobile Overlaid Networks.,2010,GLOBECOM,https://doi.org/10.1109/GLOCOM.2010.5683829,inproceedings
52/910,"['73/7911', '52/910', 'l/BuSungLee']",Robust Geographic Routing with Virtual Destination Based Void Handling for MANETs.,2010,VTC Spring,https://doi.org/10.1109/VETECS.2010.5494223,inproceedings
52/910,"['35/4520', 'l/BuSungLee', '52/910', 'k/AndreasKassler']",Efficient channel assignment and routing protocol for multiple channels multiple interfaces wireless mesh network.,2010,Wireless Days,"['https://doi.org/10.1109/WD.2010.5657703', 'https://www.wikidata.org/entity/Q57555392']",inproceedings
52/910,"['33/5934-3', '52/910']",Content and overlay-aware scheduling for peer-to-peer streaming in fluctuating networks.,2009,J. Netw. Comput. Appl.,https://doi.org/10.1016/j.jnca.2009.01.001,article
52/910,"['86/1404', '41/6129', 'k/SooNgeeKoh', '52/910']",A spectral filtering method based on hybrid wiener filters for speech enhancement.,2009,Speech Commun.,https://doi.org/10.1016/j.specom.2008.09.003,article
52/910,"['62/411', 'l/BuSungLee', '52/910', '36/5102', '35/2011']",A terminal-assisted route optimized NEMO management.,2009,Telecommun. Syst.,"['https://doi.org/10.1007/s11235-009-9185-6', 'https://www.wikidata.org/entity/Q57555410']",article
52/910,"['62/411', '52/910', 'l/BuSungLee', '34/5046']",TMSP: Terminal Mobility Support Protocol.,2009,IEEE Trans. Mob. Comput.,"['https://doi.org/10.1109/TMC.2008.154', 'http://doi.ieeecomputersociety.org/10.1109/TMC.2008.154', 'https://www.wikidata.org/entity/Q57555418']",article
52/910,"['67/7672-3', '52/910']",A Distributed Court System for Intrusion Detection in OLSR.,2009,CIS (1),"['https://doi.org/10.1109/CIS.2009.52', 'http://doi.ieeecomputersociety.org/10.1109/CIS.2009.52']",inproceedings
52/910,"['05/7910', '52/910']",Superchunk Based Fast Search in P2P-VoD System.,2009,GLOBECOM,https://doi.org/10.1109/GLOCOM.2009.5425514,inproceedings
52/910,"['73/7911', '26/4290', '52/910', 'l/BuSungLee', '31/5693']",Position Based Opportunistic Routing for Robust Data Delivery in MANETs.,2009,GLOBECOM,https://doi.org/10.1109/GLOCOM.2009.5425351,inproceedings
52/910,"['86/1404', '41/6129', 'k/SooNgeeKoh', '52/910']",A post-processing technique for regeneration of over-attenuated speech.,2009,ICASSP,"['https://doi.org/10.1109/ICASSP.2009.4960477', 'http://doi.ieeecomputersociety.org/10.1109/ICASSP.2009.4960477']",inproceedings
52/910,"['35/4520', 'l/BuSungLee', '52/910', '17/8088', '56/6605']",Algorithms to minimize channel interference in multiple channels multiple interfaces environments.,2009,LCN,"['https://doi.org/10.1109/LCN.2009.5355170', 'http://doi.ieeecomputersociety.org/10.1109/LCN.2009.5355170', 'https://www.wikidata.org/entity/Q57555412']",inproceedings
52/910,"['26/4290', '35/2011', '52/910', 'l/BuSungLee', '62/411']",An efficient framework for local mobility.,2009,WCNC,https://doi.org/10.1109/WCNC.2009.4917571,inproceedings
52/910,"['35/4520', 'l/BuSungLee', '52/910']",Dual-Interface Multiple Channels DSDV Protocol.,2009,WiMob,"['https://doi.org/10.1109/WiMob.2009.27', 'http://doi.ieeecomputersociety.org/10.1109/WiMob.2009.27', 'https://www.wikidata.org/entity/Q57555413']",inproceedings
52/910,"['57/5299', 'l/BuSungLee', '52/910', '62/411']",An Efficient Scheme to Discover Neighbors Beyond Omnidirectional Transmission Range.,2008,CCNC,"['https://doi.org/10.1109/ccnc08.2007.10', 'https://www.wikidata.org/entity/Q57555422']",inproceedings
52/910,"['36/5102', '90/1102', '21/2881', '62/411', '52/910', 'l/BuSungLee']",Seamless Mobility Across Heterogeneous Wireless Domains.,2008,CCNC,"['https://doi.org/10.1109/ccnc08.2007.25', 'https://www.wikidata.org/entity/Q57555430']",inproceedings
52/910,"['09/4697', 'l/BuSungLee', '23/2460', '52/910']",Impact of Parallel Download on Job Scheduling in Data Grid Environment.,2008,GCC,"['https://doi.org/10.1109/GCC.2008.57', 'http://doi.ieeecomputersociety.org/10.1109/GCC.2008.57', 'https://www.wikidata.org/entity/Q57555426']",inproceedings
52/910,"['33/5934-3', '52/910', 'l/BuSungLee']",Content and Overlay-Aware Transmission Scheduling in Peer-to-Peer Streaming.,2008,GLOBECOM,"['https://doi.org/10.1109/GLOCOM.2008.ECP.344', 'https://www.wikidata.org/entity/Q57555423']",inproceedings
52/910,"['21/2881', '35/2011', '90/1102', '52/910', 'l/BuSungLee']",A Mobility Management Scheme with QoS Support for Heterogeneous Multihomed Mobile Nodes.,2008,GLOBECOM,"['https://doi.org/10.1109/GLOCOM.2008.ECP.1021', 'https://www.wikidata.org/entity/Q57555420']",inproceedings
52/910,"['52/910', 'l/BuSungLee', '26/4290']",A mobile SIP: IP mobility support using SIP.,2008,ICUIMC,https://doi.org/10.1145/1352793.1352819,inproceedings
52/910,"['33/5934-3', '52/910', 'l/BuSungLee']",Fast scheduling on P2P streaming overlay.,2008,ICUIMC,https://doi.org/10.1145/1352793.1352845,inproceedings
52/910,"['35/4520', 'l/BuSungLee', '52/910']",Channel Allocation for Multiple Channels Multiple Interfaces Communication in Wireless Ad Hoc Networks.,2008,Networking,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1007/978-3-540-79549-0_8')])",inproceedings
52/910,"['06/2736', '36/5102', '52/910', 'l/BuSungLee']",Efficient QoS Differentiation in Crowded Wireless LANs.,2008,VTC Spring,https://doi.org/10.1109/VETECS.2008.412,inproceedings
52/910,"['36/5102', '62/411', 'l/BuSungLee', '52/910']",Effectiveness of Explicit Stations Grouping in Crowded Wireless LANs.,2007,IEEE Commun. Lett.,"['https://doi.org/10.1109/LCOMM.2007.070399', 'https://www.wikidata.org/entity/Q57555442']",article
52/910,"['62/411', 'l/BuSungLee', '52/910']",Quantum-Based Earliest Deadline First Scheduling for Multiservices.,2007,IEEE Trans. Multim.,"['https://doi.org/10.1109/TMM.2006.886380', 'https://www.wikidata.org/entity/Q57555448']",article
52/910,"['52/910', 'l/BuSungLee', '96/2389']",Hybrid Protocol for Application Level Multicast for Live Video Streaming.,2007,ICC,"['https://doi.org/10.1109/ICC.2007.282', 'https://www.wikidata.org/entity/Q57555445']",inproceedings
52/910,"['l/BuSungLee', '62/411', '52/910', '34/5046']",A Mobility Scheme for Personal and Terminal Mobility.,2007,ICC,"['https://doi.org/10.1109/ICC.2007.303', 'https://www.wikidata.org/entity/Q57555434']",inproceedings
52/910,"['33/5934-3', '52/910', 'l/BuSungLee']",Peer-to-Peer Streaming Scheduling to Improve Real-Time Latency.,2007,ICME,"['https://doi.org/10.1109/ICME.2007.4284580', 'http://doi.ieeecomputersociety.org/10.1109/ICME.2007.4284580']",inproceedings
52/910,"['52/910', '05/2952', '29/3808', '37/5441']",Click4BuildingID@NTU: Click for Building Identification with GPS-enabled Camera Cell Phone.,2007,ICME,"['https://doi.org/10.1109/ICME.2007.4284836', 'http://doi.ieeecomputersociety.org/10.1109/ICME.2007.4284836']",inproceedings
52/910,"['89/304', 'l/BuSungLee', '62/411', '52/910']",Service Differentiation in Wireless Networks: Adaptive Ad Hoc Qs Versus IEEE 802.11e.,2007,ICON,https://doi.org/10.1109/ICON.2007.4444104,inproceedings
52/910,"['62/411', 'l/BuSungLee', '52/910', '36/5102']",A terminal-assisted route optimized NEMO management.,2007,MOBIWAC,https://doi.org/10.1145/1298091.1298106,inproceedings
52/910,"['62/411', '36/5102', 'l/BuSungLee', '52/910', '35/2011']",Terminal-Assisted Network Mobility Management.,2007,WCNC,https://doi.org/10.1109/WCNC.2007.671,inproceedings
52/910,"['73/4373', 'l/BuSungLee', '23/2460', '52/910']",The impact of data replication on job scheduling performance in the Data Grid.,2006,Future Gener. Comput. Syst.,"['https://doi.org/10.1016/j.future.2005.08.004', 'https://www.wikidata.org/entity/Q57555459']",article
52/910,"['62/411', 'l/BuSungLee', '52/910']",Edge-to-Edge Quality-of-Service Domain.,2006,IEICE Trans. Commun.,"['https://doi.org/10.1093/ietcom/e89-b.5.1554', 'https://www.wikidata.org/entity/Q57555454']",article
52/910,"['57/5299', 'l/BuSungLee', '52/910', '62/411']",Distributed Neighbor Discovery in Ad Hoc Networks Using Directional Antennas.,2006,CIT,"['https://doi.org/10.1109/CIT.2006.82', 'http://doi.ieeecomputersociety.org/10.1109/CIT.2006.82']",inproceedings
52/910,"['62/411', 'l/BuSungLee', '52/910']",Weighted deficit earliest departure first scheduling.,2005,Comput. Commun.,"['https://doi.org/10.1016/j.comcom.2004.12.015', 'https://www.wikidata.org/entity/Q57555481']",article
52/910,"['73/4373', 'l/BuSungLee', '52/910', '23/2460']",Dynamic replication algorithms for the multi-tier Data Grid.,2005,Future Gener. Comput. Syst.,"['https://doi.org/10.1016/j.future.2004.08.001', 'https://www.wikidata.org/entity/Q57555472']",article
52/910,"['73/4373', 'l/BuSungLee', '23/2460', '52/910']",Combining Data Replication Algorithms and Job Scheduling Heuristics in the Data Grid.,2005,Euro-Par,https://doi.org/10.1007/11549468_45,inproceedings
52/910,"['62/411', 'l/BuSungLee', '52/910']",IPv6 network mobility for flat ad hoc routing protocol.,2005,GLOBECOM,https://doi.org/10.1109/GLOCOM.2005.1578485,inproceedings
52/910,"['52/910', 'l/BuSungLee', '28/1935']",A survey of application level multicast techniques.,2004,Comput. Commun.,"['https://doi.org/10.1016/j.comcom.2004.04.003', 'https://www.wikidata.org/entity/Q57555484']",article
52/910,"['l/BuSungLee', '25/3478', '52/910', '62/411', '63/6331', '50/174', '09/4756-5']",Secure communications between bandwidth brokers.,2004,ACM SIGOPS Oper. Syst. Rev.,https://doi.org/10.1145/974104.974109,article
52/910,"['62/411', 'l/BuSungLee', '52/910']",Dual-rate quantum-controlled scheduling.,2004,ICON,https://doi.org/10.1109/ICON.2004.1409277,inproceedings
52/910,"['52/910', 'l/BuSungLee', '96/2389']",A framework for multicast video streaming over IP networks.,2003,J. Netw. Comput. Appl.,"['https://doi.org/10.1016/S1084-8045(03)00004-3', 'https://www.wikidata.org/entity/Q57555496']",article
52/910,"['62/411', 'l/BuSungLee', '52/910']",Path and Oracle Discovery Protocol for Centralized Bandwidth Reservation Mechanisms.,2003,J. Netw. Syst. Manag.,https://doi.org/10.1023/B:JONS.0000005473.29144.11,article
52/910,"['l/BuSungLee', '52/910', '41/6129', '88/5564', '23/4803']",Design and Implementation of a Java-based Meeting Space over Internet.,2003,Multim. Tools Appl.,https://doi.org/10.1023/A:1023643907204,article
52/910,"['62/411', 'l/BuSungLee', '52/910']",Weighted deficit earliest departure first scheduling.,2003,ICON,https://doi.org/10.1109/ICON.2003.1266230,inproceedings
52/910,"['l/BuSungLee', '52/910', '79/1939']",Hybrid quality adaptation mechanism for layered multicast over the internet.,2002,J. Netw. Comput. Appl.,"['https://doi.org/10.1006/jnca.2002.0127', 'https://www.wikidata.org/entity/Q57555513']",article
52/910,"['83/5239', '62/411', 'l/BuSungLee', '52/910']",Unicorn: voluntary computing over Internet.,2002,ACM SIGOPS Oper. Syst. Rev.,https://doi.org/10.1145/509526.509532,article
52/910,"['52/910', 'l/BuSungLee', '96/2389']",A peering architecture for ubiquitous IP multicast streaming.,2002,ACM SIGOPS Oper. Syst. Rev.,https://doi.org/10.1145/567331.567338,article
52/910,"['52/910', 'l/BuSungLee', '96/2389']",An Overlay for Ubiquitous Streaming over Internet.,2002,NETWORKING,https://doi.org/10.1007/3-540-47906-6_114,inproceedings
52/910,"['52/910', '65/3225', '41/6129', 'l/BuSungLee']",An adaptive protocol for real-time fax communications over Internet.,2001,Comput. Commun.,"['https://doi.org/10.1016/S0140-3664(00)00342-X', 'https://www.wikidata.org/entity/Q57555515']",article
52/910,"['l/BuSungLee', '52/910', '22/10901', '09/4756-5']",RQRP protocol for video delivery over IP.,2001,Int. J. Commun. Syst.,"['https://doi.org/10.1002/dac.513', 'https://www.wikidata.org/entity/Q57555523']",article
52/910,"['52/910', '65/3225', '41/6129', '30/6609']",A unified messaging system on the Internet.,2001,Microprocess. Microsystems,https://doi.org/10.1016/S0141-9331(00)00105-8,article
52/910,"['41/6129', '52/910', '53/5232']",An analogue video interface for general-purpose DSP.,2001,Microprocess. Microsystems,https://doi.org/10.1016/S0141-9331(00)00106-X,article
52/910,"['22/10901', '09/4756-5', 'l/BuSungLee', '52/910']",Performance of buffer-based request-reply scheme for VoD streams over IP networks.,2000,Comput. Networks,"['https://doi.org/10.1016/S1389-1286(00)00004-9', 'https://www.wikidata.org/entity/Q57555534']",article
52/910,"['09/5042', 'l/BuSungLee', '52/910']",JMS-Java-Based Meeting Space.,2000,J. Organ. Comput. Electron. Commer.,"['https://doi.org/10.1207/S15327744JOCE1003_02', 'https://www.wikidata.org/entity/Q57555530']",article
52/910,"['22/10901', 'l/BuSungLee', '52/910']",A DAVIC-based video-on-demand system over IP networks.,2000,IEEE Trans. Consumer Electron.,"['https://doi.org/10.1109/30.826374', 'https://www.wikidata.org/entity/Q57555527']",article
52/910,"['52/3290', '65/3225', '52/910']",A web-based Internet Java Phone for real-time voice communication.,2000,World Wide Web,https://doi.org/10.1023/A:1019298100614,article
52/910,"['49/2878', '65/3225', '52/910']",Towards a Unified Messaging Environment over the Internet.,1999,Cybern. Syst.,https://doi.org/10.1080/019697299125091,article
52/910,"['52/910', '41/6129', '30/6609']",Lossless compression of multispectral satellite images.,1999,J. Commun. Networks,https://doi.org/10.1109/JCN.1999.6597003,article
52/910,"['f/SchubertFoo', '52/910', '65/3225', '167/6294']",Design of an Internet fax and voice gateway.,1999,Microprocess. Microsystems,"['https://doi.org/10.1016/S0141-9331(98)00098-2', 'https://www.wikidata.org/entity/Q57693799']",article
52/910,"['41/6129', '52/910', '115/6134']",Portable adapter for barcode scanners.,1999,Microprocess. Microsystems,https://doi.org/10.1016/S0141-9331(99)00027-7,article
